crn,name,title,term,credits,status,schedule,begin,end,building,room,capacity,professor,prereq,description
10732,AH 591,INDEPENDENT STUDY,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10755,AH 594,PHD RESEARCH INTERNSHIP,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10761,AH 595,PHD RES/VIS&CULTRL STUDIES,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10815,AH 595A,PHD RESEARCH IN ABSENTIA,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
87891,AH 598,SENIOR SEMINAR: ECOLOGY/TECHNOLOGY/LANDSCAPE,Fall 2019,4.0,Open,M,1525,1805,MOREY,524,No Cap,HEUER C,NULL,"The speed of recent ecological change has reframed many assumptions about the discourses and practices of “nature.” Where does this leave art history? This course will pose “ecology” as a potential method as well as a theme of art. Our subjects include literal convergences of art and earth (1970s earth art, Baroque garden design), rhetorical discourses of environmental interconnectedness or estrangement (Nathan Hare’s “Black Ecology”) performative landscape/body situations (plein air drawing, agricultural labor), and social ecologies (environmental racism, the social politics of resource extraction, legislative art, the ecosystem of the artworld). Above all, our seminar will rethink art and ecology in material-practical terms, looking (among elsewhere) the sciences, for alternatives to tropes of “landscape” and “place.”"
10839,AH 895,CONT OF MASTERS ENR,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10842,AH 897,MASTERS DISSERTATION,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10850,AH 899,MASTER'S THESIS,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10868,AH 985,LEAVE OF ABSENCE,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10873,AH 986V,FULL TIME VISITING STUDENT,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10884,AH 995,CONT OF DOCTORAL ENROLLMENT,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10896,AH 997,DOCTORAL DISSERTATION,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10914,AH 997A,DOCT DISSERTATN IN ABSENTIA,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10923,AH 999,DOCTORAL DISSERTATION,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10971,AH 999A,DOCT DISSERTATN IN ABSENTIA,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11029,ANT 101,CULTURAL ANTHROPOLOGY,Fall 2019,4.0,Open,MWF,1025,1115,GAVET,202,NULL,SEARLE L,NULL,"This course, an introduction to the study of human culture, exposes students to the basic principles of anthropology. Students will be introduced to the range of cultural diversity that exists in the world, from tribal societies to modern nation-states. Through this encounter, students will learn to view cultures in comparative context, and will critically reflect on what it means to be human"
11030,ANT 101,CULTURAL ANTHROPOLOGY - REC,Fall 2019,REC,Open,F,1025,1115,MEL,218,NULL,SEARLE L,NULL,NULL
11048,ANT 101,CULTURAL ANTHROPOLOGY - REC,Fall 2019,REC,Open,F,1025,1115,LATT,441,NULL,SEARLE L,NULL,NULL
11056,ANT 102,INTRODUCTION TO MEDICAL ANTHROPOLOGY,Fall 2019,4.0,Open,MW,1815,1930,GAVET,301,40,METCALF L,NULL,"Exploration of anthropological interpretation, research, and writing on the ways different peoples understand and deal with issues of illness and disease."
11067,ANT 105,LANGUAGE & CULTURE,Fall 2019,4.0,Open,TR,1400,1515,DEWEY,2110D,30,NULL,None,"This course investigates the relationship between language and culture at the interface of linguistics and anthropology. It examines the ways in which language reflects the perception of the world, ways of life and beliefs of its speakers, creates rituals and maintains social ties, and is used by people of different ages, genders, social classes, and ethnicities.We will discuss hypotheses that try to explain the nature of relationship between language and culture and then turn to a wide variety of topics which are relevant for both linguists and anthropologists. These include, for instance, kinship systems, language of perception (e.g. colors, spatial relations), politeness across languages and cultures, and writing systems."
11081,ANT 110,INTRODUCTION TO LINGUISTIC ANALYSIS,Fall 2019,4.0,Open,TR,1230,1345,MEL,221,50,ELOI-EVANS S,None,"This course introduces students to the study of the structure of human language. We will cover the six core areas of linguistic investigation: Phonetics (articulation, acoustics, and perception of speech sounds), Phonology (sound patterns), Morphology (internal structure of words and their organization in the mental lexicon), Syntax (internal structure of phrases and sentences), Semantics (word and sentence meaning), and Pragmatics (language use in context). The course focuses on developing skills in the areas of linguistic data analysis and interpretation of linguistic data in ways that aim to address theoretical and empirical issues in the study of language."
11094,ANT 110,INTRODUCTION TO LINGUISTIC ANALYSIS,Fall 2019,4.0,Open,MW,1400,1515,GRGEN,109,50,ARMOSKAITE S,None,"This course introduces students to the study of the structure of human language. We will cover the six core areas of linguistic investigation: Phonetics (articulation, acoustics, and perception of speech sounds), Phonology (sound patterns), Morphology (internal structure of words and their organization in the mental lexicon), Syntax (internal structure of phrases and sentences), Semantics (word and sentence meaning), and Pragmatics (language use in context). The course focuses on developing skills in the areas of linguistic data analysis and interpretation of linguistic data in ways that aim to address theoretical and empirical issues in the study of language."
11108,ANT 110,LING ANALYSIS WORKSHOP 'A',Fall 2019,WRK,Open,M,1230,1345,LATT,513,8,ELOI-EVANS S,NULL,NULL
11113,ANT 110,LING ANALYSIS WORKSHOP 'A',Fall 2019,WRK,Open,M,1400,1515,LATT,513,9,ELOI-EVANS S,NULL,NULL
11124,ANT 110,LING ANALYSIS WORKSHOP 'A',Fall 2019,WRK,Open,T,940,1055,LATT,513,9,ELOI-EVANS S,NULL,NULL
11131,ANT 110,LING ANALYSIS WORKSHOP 'B',Fall 2019,WRK,Open,W,1525,1640,GEN,321,9,ARMOSKAITE S,NULL,NULL
11145,ANT 110,LING ANALYSIS WORKSHOP 'B',Fall 2019,WRK,Open,W,1650,1805,MEL,209,9,ARMOSKAITE S,NULL,NULL
11159,ANT 110,LING ANALYSIS WORKSHOP 'A',Fall 2019,WRK,Open,F,900,1015,LATT,513,9,ELOI-EVANS S,NULL,NULL
11162,ANT 110,LING ANALYSIS WORKSHOP 'A',Fall 2019,WRK,Open,R,1400,1515,LATT,513,9,ELOI-EVANS S,NULL,NULL
11177,ANT 110,LING ANALYSIS WORKSHOP 'B',Fall 2019,WRK,Open,R,940,1055,LATT,513,9,ARMOSKAITE S,NULL,NULL
