crn,name,title,term,credits,status,schedule,begin,end,building,room,capacity,professor,prereq,description,major
84550,AH 469,THE ART MARKET,Fall 2018,4.0,Open,TR,1525,1640,MOREY,205,20,SEIBERLING G,NULL,"This course asks what happens if you think about art as a commodity rather than in terms of creators, aesthetics, or iconography. Rather than looking at art as self-expression or the work of individual artists, this course looks at art as a commodity and in relation to economic forces. What determines the value of a work of art or an art object and why does value change over time? We will look at case studies providing a historical perspective and at the present-day explosive art market. We will investigate historical evidence on ways in which art was exchanged and evaluated, and how the profession of art dealing evolved. We will look at how dealers became involved in creating brands for artists and ways in which the contemporary art fair has blurred the line between curator and dealer. We will consider how artists work with and against the market and how art and museums figure in economic development. The class will require short writing assignments, a presentation and a research paper.",AH
10779,AH 491,INDEPENDENT STUDY,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AH
10782,AH 493,MASTER'S ESSAY,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AH
86138,AH 524,ARCHITECTURE AND ENVIRONMENT,Fall 2018,4.0,Open,T,1650,1930,MOREY,524,15,CHRISTENSEN P,NULL,"This seminar will examine architecture as an ecology of natural resources and materials,human capital and as a system producing its own indelible carbon footprint. We will explorethe notion of the “anthropocene” and how it is made manifest by, through, and in the builtenvironment. This course will be focused primarily on the modern period (1800-present) butwill engage earlier sources and examples dealing with naturalism, conservation, and habitat.The dominant narrative of the period is one of a heroic modernism in architecture, a narrativethat often obscures modern architecture’s troubled legacy of environmental degradation anddestruction. Through a series of advanced readings, we will examine a handful of specificlocations to this end, including the solar house, the mine, the landfill, the scrapyard andseveral others. Authors include Siegfried Giedion, Rachel Carson, Benjamin Bratton. Coursediscussion will revolve around the readings and students will be expected to produce a finalresearch paper.",AH
89078,AH 529,INUNDATION AND CATASTROPHE,Fall 2018,4.0,Open,T,1400,1640,MOREY,524,15,HEUER C,NULL,"From Noah to Houston, watery disasters have impacted the ways human culture has visualized, excavated, and understood itself – for better and for worse. This seminar explores the poetics of natural catastrophes of all stripes – dry and wet - looking to the various forms of response that earthly cataclysm (and its imaginings) have wrought. What do older texts and images tell us about our current environmental precarity? As much as fables of extinguished hubris, many classic accounts explore (with painstaking detail) relationships between the individual and the mass, the realms of inevitability and fate, the binaries of technology and nature. The purpose of this course is to look closely at discourses of annihilation and survival that both old and new practices have engaged. At the forefront of our inquiry will be the question – timely, it is hoped – of catastrophes (both water-borne and not) understood as cleanly ""natural"" or man-made, of cataclysms as episodic or quietly attritional.",AH
10826,AH 583,VISUAL & CULTURAL STUDIES,Fall 2018,4.0,Open,W,900,1140,MOREY,524,15,BURGES J,NULL,"The Colloquium introduces students in the Visual and Cultural Studies Program to aspects of the histories, theories, and methodologies of our field of study.  We proceed in three ways:  First, we read and discuss together a series of texts on and in visual and cultural studies.  Second, various faculty members in the program conduct sessions in their areas of expertise based on readings that they select for us.  And third, each student presents his or her own work to the colloquium.  For this final part, it is important that students engage with visual and cultural studies models and provide relevant readings to other members of the colloquium.",AH
10843,AH 590,PHD READINGS,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AH
10878,AH 591,INDEPENDENT STUDY,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AH
10899,AH 594,PHD RESEARCH INTERNSHIP,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AH
10904,AH 595,PHD RES/VIS&CULTRL STUDIES,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AH
10932,AH 595A,PHD RESEARCH IN ABSENTIA,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AH
10949,AH 598,SENIOR SEMINAR: PUBLIC ART IN AMERICA,Fall 2018,4.0,Open,R,1400,1640,MOREY,524,15,SAAB J,Introduction to VCS or Introduction to Art & Visual Culture,"This class explores the history of public art in the Americas, with an emphasis on North America.  What does it mean to speak of public art or public space? What kinds interests govern the limits and definitions of publicness: church, state corporate, etc? Through a series of historical case studies and contemporary examples, as well as theoretical readings, and local field trips we will consider the ways in which art, broadly defined,creates and contests not only the idea of the public, but often the very idea of art itself.",AH
10955,AH 895,CONT OF MASTERS ENR,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AH
10961,AH 897,MASTERS DISSERTATION,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AH
10976,AH 899,MASTER'S THESIS,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AH
10987,AH 985,LEAVE OF ABSENCE,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AH
10993,AH 986V,FULL TIME VISITING STUDENT,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AH
11008,AH 995,CONT OF DOCTORAL ENROLLMENT,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AH
11013,AH 997,DOCTORAL DISSERTATION,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AH
11031,AH 997A,DOCT DISSERTATN IN ABSENTIA,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AH
11045,AH 999,DOCTORAL DISSERTATION,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AH
11118,AH 999A,DOCT DISSERTATN IN ABSENTIA,Fall 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AH
11189,ANT 101,CULTURAL ANTHROPOLOGY - REC,Fall 2018,REC,Open,F,1025,1115,MEL,218,0,FOSTER R,NULL,NULL,ANT
11191,ANT 101,CULTURAL ANTHROPOLOGY - REC,Fall 2018,REC,Open,F,1025,1115,LATT,441,0,FOSTER R,NULL,NULL,ANT
11200,ANT 102,INTRODUCTION TO MEDICAL ANTHROPOLOGY,Fall 2018,4.0,Open,MW,1815,1930,GAVET,301,40,METCALF L,NULL,"Exploration of anthropological interpretation, research, and writing on the ways different peoples understand and deal with issues of illness and disease.",ANT
11211,ANT 105,LANGUAGE & CULTURE,Fall 2018,4.0,Open,TR,1400,1515,DEWEY,2110D,30,BEGAY J,None,"This course investigates the relationship between language and culture at the interface of linguistics and anthropology. It examines the ways in which language reflects the perception of the world, ways of life and beliefs of its speakers, creates rituals and maintains social ties, and is used by people of different ages, genders, social classes, and ethnicities.We will discuss hypotheses that try to explain the nature of relationship between language and culture and then turn to a wide variety of topics which are relevant for both linguists and anthropologists. These include, for instance, kinship systems, language of perception (e.g. colors, spatial relations), politeness across languages and cultures, and writing systems.",ANT
